,TotalSentimentScore,Vaccine,Death,Shut,Spread,Death_Count_Day,Positive_Count_Day,AvgTravel,Price
0,1.8890471379489098,-0.8806899193682359,-1.3033199695352382,-1.145148109087284,-1.0971086022517926,-1.4496926919978614,-1.1517472576830161,-2.124365391325622,3.057047679997798
1,-0.6896461159015921,-0.3841809187383408,-0.690860496060966,-0.8264455136481773,-0.7098071762219651,-1.4496926919978614,-1.1517472576830161,-2.124365391325622,3.1695950291974233
2,-0.6215650846745412,-0.8806899193682359,-0.690860496060966,-1.145148109087284,-1.0971086022517926,-1.4496926919978614,-1.1517472576830161,-2.124365391325622,3.278730980406506
3,0.8138394608673103,-0.8806899193682359,-1.099166811710481,-0.5077429182090708,-0.7098071762219651,-1.4496926919978614,-1.1517472576830161,-2.124365391325622,3.277016122710416
4,0.6849629727971233,-0.6324354190532884,-1.3033199695352382,-1.145148109087284,-1.0971086022517926,-1.4496926919978614,-1.1517472576830161,-2.124365391325622,3.2415741311863226
5,-2.116943699283768,-0.8806899193682359,-1.3033199695352382,-0.8264455136481773,-1.0971086022517926,-1.4496926919978614,-1.1517472576830161,-2.124365391325622,3.2238531354242763
6,-1.9896799202590727,-0.6324354190532884,-1.3033199695352382,-1.145148109087284,-1.0971086022517926,-1.4496926919978614,-1.1517472576830161,-2.124365391325622,3.214992637543253
7,0.20376799444860766,-0.8806899193682359,-0.8950136538857234,-1.145148109087284,-0.7098071762219651,-1.4496926919978614,-1.1517472576830161,-2.124365391325622,3.2061321396622295
8,-1.3381104069880092,-0.8806899193682359,-1.3033199695352382,-1.145148109087284,-0.7098071762219651,-1.4496926919978614,-1.1517472576830161,-2.124365391325622,3.1695470550502796
9,0.4567614595125844,-0.8806899193682359,-1.099166811710481,-1.145148109087284,-0.3225057501921377,-1.4496926919978614,-1.1517472576830161,-2.124365391325622,3.1912697488770445
10,-1.701846414531043,-0.8806899193682359,-1.3033199695352382,-1.145148109087284,-1.0971086022517926,-1.4496926919978614,-1.1517472576830161,-2.124365391325622,3.1992727088778703
11,0.37311412584818027,-0.13592641842339329,-1.099166811710481,-0.8264455136481773,-1.0971086022517926,-1.4496926919978614,-1.1517472576830161,-2.124365391325622,3.0609351123665913
12,0.8689265447259092,-0.8806899193682359,-1.3033199695352382,-1.145148109087284,-1.0971086022517926,-1.4496926919978614,-1.1517472576830161,-2.124365391325622,2.991766314110952
13,-2.3811708888754914,-0.6324354190532884,-1.099166811710481,-1.145148109087284,-1.0971086022517926,-1.4496926919978614,-1.1517472576830161,-2.124365391325622,2.922597515855313
14,0.7699967173690446,-0.8806899193682359,-1.3033199695352382,-0.8264455136481773,-1.0971086022517926,-1.4496926919978614,-1.1517472576830161,-2.124365391325622,2.442418171291319
15,-0.5822716251109255,-0.6324354190532884,-0.8950136538857234,-1.145148109087284,-0.7098071762219651,-1.4496653783762463,-1.1517472576830161,-2.124365391325622,2.277784854408934
16,1.2909364473663325,-0.3841809187383408,-1.3033199695352382,-0.8264455136481773,0.0647956758376898,-1.4496653783762463,-1.1517472576830161,-2.124365391325622,1.7735961937138505
17,0.411659428650257,-0.3841809187383408,-1.099166811710481,-0.8264455136481773,-0.7098071762219651,-1.449638064754631,-1.1517472576830161,-2.124365391325622,1.4877749476026105
18,-1.1576671825757356,-0.8806899193682359,0.5340584508875783,-1.145148109087284,-0.7098071762219651,-1.4496244079438234,-1.1517407884065671,-2.124365391325622,1.4631943029919003
19,-0.45546383606295393,-0.8806899193682359,-1.3033199695352382,-0.8264455136481773,-0.3225057501921377,-1.4495834375114007,-1.1517292874706582,-0.0635350702909568,1.450903980686544
20,-0.959955013610106,-0.3841809187383408,-1.099166811710481,-0.5077429182090708,0.0647956758376898,-1.4495424670789778,-1.151713473683783,-0.0635350702909568,1.4386136583811893
21,-0.8869375220654745,-0.8806899193682359,-0.690860496060966,-1.145148109087284,-0.3225057501921377,-1.4495014966465551,-1.1516951440671779,-0.0635350702909568,1.1344998699639746
22,-1.743262647952348,-0.6324354190532884,-0.48670733823620865,-0.5077429182090708,-0.7098071762219651,-1.44947418302494,-1.1516469838980583,-0.0635350702909568,1.3997419514649145
23,0.12047974798262849,-0.8806899193682359,-0.28255418041145125,-1.145148109087284,0.4520971018675173,-1.4494195557817096,-1.1516153563243083,-0.0635350702909568,0.6874754584911389
24,-0.7594633896870197,-0.8806899193682359,-0.48670733823620865,-0.5077429182090708,-0.7098071762219651,-1.449337614916864,-1.1515686337721776,-0.0635350702909568,0.8875503307690068
25,-0.8884801133263799,-0.8806899193682359,-0.8950136538857234,-0.8264455136481773,-0.3225057501921377,-1.4493239581060564,-1.151520473603058,-0.0635350702909568,0.7720785211723493
26,0.4367460153605278,-0.6324354190532884,-1.099166811710481,-1.145148109087284,-0.7098071762219651,-1.449269330862826,-1.1514500303706146,-0.0635350702909568,0.7143426163740205
27,-0.7116150134851178,-0.8806899193682359,-0.690860496060966,-0.18904032276996435,0.4520971018675173,-1.4492147036195957,-1.1513476001601741,-0.0635350702909568,0.656606711575691
28,-1.1191999909856887,-0.13592641842339329,-1.099166811710481,0.12966227266914213,0.0647956758376898,-1.4491873899979806,-1.1511898216956706,-0.0635350702909568,1.0670460384365774
29,0.9440762339584777,-0.3841809187383408,-0.07840102258669387,1.0857700589864616,0.0647956758376898,-1.449105449133135,-1.1510094007635963,-0.0635350702909568,0.9435714869033984
30,1.1276634556902736,-0.13592641842339329,-0.28255418041145125,2.041877845303781,0.8393985278973447,-1.4489961946466743,-1.1507423634079563,-0.0635350702909568,-0.27059704446113686
31,0.3742093936905369,-0.6324354190532884,-0.48670733823620865,0.12966227266914213,2.775905658046482,-1.4489279105926363,-1.1504012887774013,-0.0635350702909568,0.057525623958554775
32,-0.03204358430335578,-0.8806899193682359,-0.28255418041145125,0.4483648681082486,0.8393985278973447,-1.4488186561061756,-1.1500483538066901,-0.0635350702909568,-0.252304720219468
33,0.11026567627834022,-0.13592641842339329,-0.690860496060966,2.3605804407428876,0.4520971018675173,-1.4486138039440617,-1.149621381561064,-0.0635350702909568,-0.4072198923084793
34,-0.06377342442005718,2.3466185847260825,-0.28255418041145125,1.7231752498646746,2.3886042320166547,-1.4483270109171023,-1.1489539678740877,-0.0635350702909568,-0.5621350643974907
35,-0.5233203781908723,-0.3841809187383408,-0.07840102258669387,1.4044726544255681,1.6140013799569997,-1.44799924745772,-1.1481456677222246,-0.0635350702909568,-0.5621350643974907
36,-0.5103532158161324,-0.6324354190532884,0.9423647665370931,1.0857700589864616,2.3886042320166547,-1.4475758863226846,-1.146936631834778,-0.0635350702909568,-1.4081659092738996
37,-0.2438341142467403,-0.6324354190532884,1.7589773978361225,0.7670674635473551,2.001302805986827,-1.4469203594039202,-1.1452474318731254,-0.0635350702909568,-1.5167778519575876
38,-0.37225294353693067,-0.3841809187383408,0.9423647665370931,-0.18904032276996435,1.6140013799569997,-1.4459643826473887,-1.1430507531144827,-0.0635350702909568,-1.587661616941469
39,0.3223915515382887,-0.3841809187383408,0.7382116087123357,0.12966227266914213,2.775905658046482,-1.4451176603773181,-1.1406010537658393,-0.0635350702909568,-1.5607943500264352
40,0.5870964535964007,-0.8806899193682359,0.12575213523806353,1.4044726544255681,2.001302805986827,-1.4431237659994096,-1.1373110672873357,-0.0635350702909568,-1.5473607165689178
41,0.3116624647062118,-0.3841809187383408,-0.07840102258669387,3.316688227060207,2.001302805986827,-1.4417444281078429,-1.1332012797210598,-0.0635350702909568,-1.5339270831114007
42,-1.2038387480534767,-0.8806899193682359,3.3922026604341817,4.91020120425574,1.6140013799569997,-1.4384941071356359,-1.1293380434683358,-0.0635350702909568,-0.9760041066505551
43,0.7203557659806291,-0.8806899193682359,3.3922026604341817,1.4044726544255681,-0.3225057501921377,-1.435243786163429,-1.1247049633181947,-0.0635350702909568,-0.869678568206885
44,-0.29697026891411515,-0.3841809187383408,1.9631305556608798,1.4044726544255681,1.6140013799569997,-1.4309282339482299,-1.1183312883990573,-0.0635350702909568,-0.5667078728775258
45,1.605988583233444,-0.6324354190532884,2.167283713485637,1.0857700589864616,2.775905658046482,-1.4253562551387322,-1.111414913066708,-0.0635350702909568,-0.8662486347504003
